combinedID,comparedID,samplesize_treated,MeanofEffectvalue_treated,Meanofvaribility_treated,samplesize_control,MeanofEffectvalue_control,Meanofvaribility_control,Bibliography,Year,Species,Endpointname,Drug,UnitofDose,UnitofVariability,t,SE,Effectsize,UL,LL
80.3,80.3.4,4,0.15,0.05,4,0.3,0.075,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,Bilirubin (total),Troglitazone/Rezulin,mg/kg,SD,2.446911851,0.071807033,-0.15,0.02570548,-0.32570548
80.4,80.4.1,4,0.4,0.04,4,0.25,0.15,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,Bilirubin (total),Troglitazone/Rezulin,mg/kg,SD,2.446911851,0.089582364,0.15,0.369200149,-0.069200149
80.4,80.4.2,4,0.1,0,4,0.25,0.15,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,Bilirubin (total),Troglitazone/Rezulin,mg/kg,SD,2.446911851,0.075,-0.15,0.033518389,-0.333518389
80.4,80.4.3,4,0.25,0.115,4,0.25,0.15,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,Bilirubin (total),Troglitazone/Rezulin,mg/kg,SD,2.446911851,0.159569734,0,0.390453073,-0.390453073
80.4,80.4.4,4,0.15,0.04,4,0.25,0.15,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,Bilirubin (total),Troglitazone/Rezulin,mg/kg,SD,2.446911851,0.089582364,-0.1,0.119200149,-0.319200149
81.1,81.1.1,8,35.3,1.979898987,8,32,4.242640687,"Anandharajan, R.,Sayyed, S. G.,Doshi, L. S.,Dixit, P.,Chandak, P. G.,Dixit, A. V.,Brahma, M. K.,Deshmukh, N. J.,Gupte, R.,Damre, A.,Suthar, J.,Padigaru, M.,Sharma, S. D.,Nemmani, K. V..  18F9 (4-(3,6-bis (ethoxycarbonyl)-4,5,6,7-tetrahydrothieno (2,3-c) pyridin-2-ylamino)-4-oxobutanoic acid) enhances insulin-mediated glucose uptake in vitro and exhibits antidiabetic activity in vivo in db/db mice. Metabolism.  2009. 58:1503-16",2009,Rat,"liver weight, relative",Rosiglitazone/Avandia,mg/kg,SD,2.144786688,3.018277655,3.3,9.773561734,-3.173561734
82.1,82.1.1,8,77.2,33.09259736,8,70.2,12.72792206,"Anandharajan, R.,Sayyed, S. G.,Doshi, L. S.,Dixit, P.,Chandak, P. G.,Dixit, A. V.,Brahma, M. K.,Deshmukh, N. J.,Gupte, R.,Damre, A.,Suthar, J.,Padigaru, M.,Sharma, S. D.,Nemmani, K. V..  18F9 (4-(3,6-bis (ethoxycarbonyl)-4,5,6,7-tetrahydrothieno (2,3-c) pyridin-2-ylamino)-4-oxobutanoic acid) enhances insulin-mediated glucose uptake in vitro and exhibits antidiabetic activity in vivo in db/db mice. Metabolism.  2009. 58:1503-16",2009,Rat,AST,Rosiglitazone/Avandia,mg/kg,SD,2.144786688,44.00806744,7,101.3879172,-87.38791721
83.1,83.1.1,8,41.6,18.95046174,8,40.4,7.353910524,"Anandharajan, R.,Sayyed, S. G.,Doshi, L. S.,Dixit, P.,Chandak, P. G.,Dixit, A. V.,Brahma, M. K.,Deshmukh, N. J.,Gupte, R.,Damre, A.,Suthar, J.,Padigaru, M.,Sharma, S. D.,Nemmani, K. V..  18F9 (4-(3,6-bis (ethoxycarbonyl)-4,5,6,7-tetrahydrothieno (2,3-c) pyridin-2-ylamino)-4-oxobutanoic acid) enhances insulin-mediated glucose uptake in vitro and exhibits antidiabetic activity in vivo in db/db mice. Metabolism.  2009. 58:1503-16",2009,Rat,ALT,Rosiglitazone/Avandia,mg/kg,SD,2.144786688,25.20357118,1.2,55.25628395,-52.85628395
9.1,9.1.1,72,79,9.4,72,75,8.6,"Chiang, C. K.,Ho, T. I.,Peng, Y. S.,Hsu, S. P.,Pai, M. F.,Yang, S. Y.,Hung, K. Y.,Wu, K. D..  Rosiglitazone in diabetes control in hemodialysis patients with and without viral hepatitis infection: effectiveness and side effects. Diabetes Care.  2007. 30:3-7",2007,Human,ALP,Rosiglitazone/Avandia,IU/L,SD,1.976810994,13.23981789,4,30.17261756,-22.17261756
94.1,94.1.1,3,256,32.90896534,3,45,2.771281292,"Dadarkar, S. S.,Fonseca, L. C.,Mishra, P. B.,Lobo, A. S.,Doshi, L. S.,Dagia, N. M.,Rangasamy, A. K.,Padigaru, M..  Phenotypic and genotypic assessment of concomitant drug-induced toxic effects in liver, kidney and blood. J Appl Toxicol.  2011. 31:117-30",2011,Rat,AST,Rosiglitazone/Avandia,mg/kg,SD,2.776445105,38.03366929,211,316.5983949,105.4016051
95.1,95.1.1,3,58,5.196152423,3,32,8.660254038,"Dadarkar, S. S.,Fonseca, L. C.,Mishra, P. B.,Lobo, A. S.,Doshi, L. S.,Dagia, N. M.,Rangasamy, A. K.,Padigaru, M..  Phenotypic and genotypic assessment of concomitant drug-induced toxic effects in liver, kidney and blood. J Appl Toxicol.  2011. 31:117-30",2011,Rat,ALT,Rosiglitazone/Avandia,mg/kg,SD,2.776445105,7.810249676,26,47.68472948,4.315270517
96.1,96.1.1,3,10.5,0.519615242,3,13.4,3.117691454,"Dadarkar, S. S.,Fonseca, L. C.,Mishra, P. B.,Lobo, A. S.,Doshi, L. S.,Dagia, N. M.,Rangasamy, A. K.,Padigaru, M..  Phenotypic and genotypic assessment of concomitant drug-induced toxic effects in liver, kidney and blood. J Appl Toxicol.  2011. 31:117-30",2011,Rat,Albumin,Rosiglitazone/Avandia,mg/kg,SD,2.776445105,1.897366596,-2.9,2.367934199,-8.167934199
97.1,97.1.1,3,34.9,0.866025404,3,37.8,1.905255888,"Dadarkar, S. S.,Fonseca, L. C.,Mishra, P. B.,Lobo, A. S.,Doshi, L. S.,Dagia, N. M.,Rangasamy, A. K.,Padigaru, M..  Phenotypic and genotypic assessment of concomitant drug-induced toxic effects in liver, kidney and blood. J Appl Toxicol.  2011. 31:117-30",2011,Rat,Bilirubin (total),Rosiglitazone/Avandia,mg/kg,SD,2.776445105,1.486606875,-2.9,1.227482381,-7.027482381
98.1,98.1.1,3,4,0.346410162,3,3.36,0.173205081,"Dadarkar, S. S.,Fonseca, L. C.,Mishra, P. B.,Lobo, A. S.,Doshi, L. S.,Dagia, N. M.,Rangasamy, A. K.,Padigaru, M..  Phenotypic and genotypic assessment of concomitant drug-induced toxic effects in liver, kidney and blood. J Appl Toxicol.  2011. 31:117-30",2011,Rat,"Liver weight, relative",Rosiglitazone/Avandia,mg/kg,SD,2.776445105,0.412310563,0.64,1.784757643,-0.504757643
